List of gene ontology (GO) terms and the difference in abundances (RT - SC) between proteins with them.,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,(RT abundance) - (SC abundance) / sqrt(2)
GO Term Identifier,GO Term Obsolete,GO Term Name,GO Term Namespace,GO Term Description,Parents Name,Parents Identifier,Parents Namespace,Parents Description,kids,median dist from 45-degree,proteins w/ term or its kids,higher RT or SC?,is metabolic process?,involved in generating precursor metabolites/energy?,kids2,net dist from 45-degree
GO:1903100,FALSE,"1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate metabolic process",biological_process,"The chemical reactions and pathways involving 1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate.","1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate metabolic process",GO:1903100,biological_process,"The chemical reactions and pathways involving 1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate.",GO:1903100,-1.41834E-06,3,SC,1,,#CALC!,-9.31854E-07
GO:0031119,FALSE,tRNA pseudouridine synthesis,biological_process,The intramolecular conversion of uridine to pseudouridine in a tRNA molecule.,biological_process,GO:0008150,biological_process,"A biological process is the execution of a genetically-encoded biological module or program. It consists of all the steps required to achieve the specific biological objective of the module. A biological process is accomplished by a particular set of molecular functions carried out by specific gene products (or macromolecular complexes), often in a highly regulated manner and in a particular temporal sequence.",GO:0031119,4.60704E-07,3,RT,1,,#CALC!,-1.16874E-06
GO:0036149,FALSE,phosphatidylinositol acyl-chain remodeling,biological_process,"Remodeling the acyl chains of phosphatidylinositol, through sequential deacylation and re-acylation reactions, to generate phosphatidylinositol containing different types of fatty acid acyl chains.",biological_process,GO:0008150,biological_process,"A biological process is the execution of a genetically-encoded biological module or program. It consists of all the steps required to achieve the specific biological objective of the module. A biological process is accomplished by a particular set of molecular functions carried out by specific gene products (or macromolecular complexes), often in a highly regulated manner and in a particular temporal sequence.",GO:0036149,-1.70642E-06,1,SC,1,,#CALC!,-1.70642E-06
GO:0046870,FALSE,cadmium ion binding,molecular_function,Binding to a cadmium ion (Cd).,binding,GO:0005488,molecular_function,"The selective, non-covalent, often stoichiometric, interaction of a molecule with one or more specific sites on another molecule.",GO:0046870,0,0,equal in both,#CALC!,,#CALC!,0
GO:0046872,FALSE,metal ion binding,molecular_function,Binding to a metal ion.,binding,GO:0005488,molecular_function,"The selective, non-covalent, often stoichiometric, interaction of a molecule with one or more specific sites on another molecule.",GO:0000287; GO:0005506; GO:0005507; GO:0005509; GO:0008198; GO:0008199; GO:0008270; GO:0016151; GO:0030145; GO:0030955; GO:0046870; GO:0046872; GO:0050897; GO:1903135; GO:1903136,8.36603E-06,155,RT,#CALC!,"GO:0000287,GO:0005506,GO:0005507,GO:0005509,GO:0008198,GO:0008199,GO:0008270,GO:0016151,GO:0030145,GO:0030955,GO:0046870,GO:0050897,GO:1903135,GO:1903136",GO:0000287; GO:0005506; GO:0005507; GO:0005509; GO:0008198; GO:0008199; GO:0008270; GO:0016151; GO:0030145; GO:0030955; GO:0046870; GO:0050897; GO:1903135; GO:1903136,-0.050389976
GO:0006437,FALSE,tyrosyl-tRNA aminoacylation,biological_process,"The process of coupling tyrosine to tyrosyl-tRNA, catalyzed by tyrosyl-tRNA synthetase. The tyrosyl-tRNA synthetase is a class-I synthetase. The activated amino acid is transferred to the 2'-OH group of a tyrosine-accetping tRNA. The 2'-O-aminoacyl-tRNA will ultimately migrate to the 3' position via transesterification.",amide biosynthetic process,GO:0043604,biological_process,"The chemical reactions and pathways resulting in the formation of an amide, any derivative of an oxoacid in which an acidic hydroxy group has been replaced by an amino or substituted amino group.",GO:0006437,-3.08356E-06,1,SC,1,,#CALC!,-3.08356E-06
GO:0006797,FALSE,polyphosphate metabolic process,biological_process,"The chemical reactions and pathways involving a polyphosphate, the anion or salt of polyphosphoric acid.",biological_process,GO:0008150,biological_process,"A biological process is the execution of a genetically-encoded biological module or program. It consists of all the steps required to achieve the specific biological objective of the module. A biological process is accomplished by a particular set of molecular functions carried out by specific gene products (or macromolecular complexes), often in a highly regulated manner and in a particular temporal sequence.",GO:0006797; GO:0006798; GO:0006799,-4.40036E-06,1,SC,1,"GO:0006798,GO:0006799",GO:0006798; GO:0006799,-4.40036E-06
GO:0046898,FALSE,response to cycloheximide,biological_process,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a cycloheximide stimulus. Cycloheximide (actidione) is an antibiotic produced by some Streptomyces species which interferes with protein synthesis in eukaryotes.",biological_process,GO:0008150,biological_process,"A biological process is the execution of a genetically-encoded biological module or program. It consists of all the steps required to achieve the specific biological objective of the module. A biological process is accomplished by a particular set of molecular functions carried out by specific gene products (or macromolecular complexes), often in a highly regulated manner and in a particular temporal sequence.",GO:0046898,0,0,equal in both,#CALC!,,#CALC!,0
GO:0046899,FALSE,nucleoside triphosphate adenylate kinase activity,molecular_function,Catalysis of the reaction: nucleoside triphosphate + AMP = nucleoside diphosphate + ADP.,catalytic activity,GO:0003824,molecular_function,"Catalysis of a biochemical reaction at physiological temperatures. In biologically catalyzed reactions, the reactants are known as substrates, and the catalysts are naturally occurring macromolecular substances known as enzymes. Enzymes possess specific binding sites for substrates, and are usually composed wholly or largely of protein, but RNA that has catalytic activity (ribozyme) is often also regarded as enzymatic.",GO:0046899,7.3184E-05,1,RT,#CALC!,,#CALC!,7.3184E-05
GO:0006798,FALSE,polyphosphate catabolic process,biological_process,"The chemical reactions and pathways resulting in the breakdown of a polyphosphate, the anion or salt of polyphosphoric acid.",biological_process,GO:0008150,biological_process,"A biological process is the execution of a genetically-encoded biological module or program. It consists of all the steps required to achieve the specific biological objective of the module. A biological process is accomplished by a particular set of molecular functions carried out by specific gene products (or macromolecular complexes), often in a highly regulated manner and in a particular temporal sequence.",GO:0006798,-4.40036E-06,1,SC,1,,#CALC!,-4.40036E-06
GO:0046902,FALSE,regulation of mitochondrial membrane permeability,biological_process,"Any process that modulates the frequency, rate or extent of the passage or uptake of molecules by the mitochondrial membrane.",biological_process,GO:0008150,biological_process,"A biological process is the execution of a genetically-encoded biological module or program. It consists of all the steps required to achieve the specific biological objective of the module. A biological process is accomplished by a particular set of molecular functions carried out by specific gene products (or macromolecular complexes), often in a highly regulated manner and in a particular temporal sequence.",GO:0046902,0,0,equal in both,#CALC!,,#CALC!,0
GO:0046907,FALSE,intracellular transport,biological_process,The directed movement of substances within a cell.,biological_process,GO:0008150,biological_process,"A biological process is the execution of a genetically-encoded biological module or program. It consists of all the steps required to achieve the specific biological objective of the module. A biological process is accomplished by a particular set of molecular functions carried out by specific gene products (or macromolecular complexes), often in a highly regulated manner and in a particular temporal sequence.",GO:0000054; GO:0000055; GO:0000056; GO:0000743; GO:0003400; GO:0006404; GO:0006405; GO:0006406; GO:0006409; GO:0006606; GO:0006607; GO:0006611; GO:0006616; GO:0006623; GO:0006886; GO:0006888; GO:0006895; GO:0006896; GO:0006913; GO:0007034; GO:0007097; GO:0008333; GO:0010793; GO:0015910; GO:0016197; GO:0016558; GO:0016560; GO:0016562; GO:0016973; GO:0030050; GO:0030473; GO:0030705; GO:0030970; GO:0031204; GO:0031990; GO:0032258; GO:0032366; GO:0032377; GO:0032386; GO:0032456; GO:0032509; GO:0032511; GO:0032527; GO:0032596; GO:0034498; GO:0034499; GO:0034642; GO:0035621; GO:0035719; GO:0042147; GO:0042306; GO:0042307; GO:0042308; GO:0043328; GO:0044395; GO:0044721; GO:0045022; GO:0045039; GO:0045040; GO:0045046; GO:0045324; GO:0046822; GO:0046827; GO:0046830; GO:0046907; GO:0046967; GO:0047496; GO:0048203; GO:0048208; GO:0051168; GO:0051170; GO:0060628; GO:0061015; GO:0061764; GO:0070843; GO:0070863; GO:0071211; GO:0071255; GO:0071528; GO:0071701; GO:0090110; GO:0090114; GO:0090316; GO:0097064; GO:0098863; GO:0120236; GO:1902953; GO:1990236; GO:1990976; GO:2000200; GO:2000203; GO:2000238; GO:2000728; GO:2001159,1.09368E-06,17,RT,#CALC!,"GO:0000054,GO:0000055,GO:0000056,GO:0000743,GO:0003400,GO:0006404,GO:0006405,GO:0006406,GO:0006409,GO:0006606,GO:0006607,GO:0006611,GO:0006616,GO:0006623,GO:0006886,GO:0006888,GO:0006895,GO:0006896,GO:0006913,GO:0007034,GO:0007097,GO:0008333,GO:0010793,GO:0015910,GO:0016197,GO:0016558,GO:0016560,GO:0016562,GO:0016973,GO:0030050,GO:0030473,GO:0030705,GO:0030970,GO:0031204,GO:0031990,GO:0032258,GO:0032366,GO:0032377,GO:0032386,GO:0032456,GO:0032509,GO:0032511,GO:0032527,GO:0032596,GO:0034498,GO:0034499,GO:0034642,GO:0035621,GO:0035719,GO:0042147,GO:0042306,GO:0042307,GO:0042308,GO:0043328,GO:0044395,GO:0044721,GO:0045022,GO:0045039,GO:0045040,GO:0045046,GO:0045324,GO:0046822,GO:0046827,GO:0046830,GO:0046967,GO:0047496,GO:0048203,GO:0048208,GO:0051168,GO:0051170,GO:0060628,GO:0061015,GO:0061764,GO:0070843,GO:0070863,GO:0071211,GO:0071255,GO:0071528,GO:0071701,GO:0090110,GO:0090114,GO:0090316,GO:0097064,GO:0098863,GO:0120236,GO:1902953,GO:1990236,GO:1990976,GO:2000200,GO:2000203,GO:2000238,GO:2000728,GO:2001159",GO:0000054; GO:0000055; GO:0000056; GO:0000743; GO:0003400; GO:0006404; GO:0006405; GO:0006406; GO:0006409; GO:0006606; GO:0006607; GO:0006611; GO:0006616; GO:0006623; GO:0006886; GO:0006888; GO:0006895; GO:0006896; GO:0006913; GO:0007034; GO:0007097; GO:0008333; GO:0010793; GO:0015910; GO:0016197; GO:0016558; GO:0016560; GO:0016562; GO:0016973; GO:0030050; GO:0030473; GO:0030705; GO:0030970; GO:0031204; GO:0031990; GO:0032258; GO:0032366; GO:0032377; GO:0032386; GO:0032456; GO:0032509; GO:0032511; GO:0032527; GO:0032596; GO:0034498; GO:0034499; GO:0034642; GO:0035621; GO:0035719; GO:0042147; GO:0042306; GO:0042307; GO:0042308; GO:0043328; GO:0044395; GO:0044721; GO:0045022; GO:0045039; GO:0045040; GO:0045046; GO:0045324; GO:0046822; GO:0046827; GO:0046830; GO:0046967; GO:0047496; GO:0048203; GO:0048208; GO:0051168; GO:0051170; GO:0060628; GO:0061015; GO:0061764; GO:0070843; GO:0070863; GO:0071211; GO:0071255; GO:0071528; GO:0071701; GO:0090110; GO:0090114; GO:0090316; GO:0097064; GO:0098863; GO:0120236; GO:1902953; GO:1990236; GO:1990976; GO:2000200; GO:2000203; GO:2000238; GO:2000728; GO:2001159,0.00118121
GO:0046923,FALSE,ER retention sequence binding,molecular_function,"Binding to an endoplasmic reticulum (ER) retention sequence, a specific peptide sequence that ensures a protein is retained within the ER.",amide binding,GO:0033218,molecular_function,"Binding to an amide, any derivative of an oxoacid in which an acidic hydroxy group has been replaced by an amino or substituted amino group.",GO:0045015; GO:0046923,0,0,equal in both,#CALC!,GO:0045015,GO:0045015,0
GO:0046930,FALSE,pore complex,cellular_component,A protein complex providing a discrete opening in a membrane that allows the passage of gases and/or liquids.,cellular anatomical entity,GO:0110165,cellular_component,"A part of a cellular organism that is either an immaterial entity or a material entity with granularity above the level of a protein complex but below that of an anatomical system. Or, a substance produced by a cellular organism with granularity above the level of a protein complex.",GO:0046930,0,0,equal in both,#CALC!,,#CALC!,0
GO:0046933,FALSE,"proton-transporting ATP synthase activity, rotational mechanism",molecular_function,Enables the synthesis of ATP from ADP and phosphate by the transfer of protons from one side of a membrane to the other by a rotational mechanism driven by a gradient according to the reaction: ADP + H2O + phosphate + H+(in) -> ATP + H+(out).,biological_process,GO:0008150,biological_process,"A biological process is the execution of a genetically-encoded biological module or program. It consists of all the steps required to achieve the specific biological objective of the module. A biological process is accomplished by a particular set of molecular functions carried out by specific gene products (or macromolecular complexes), often in a highly regulated manner and in a particular temporal sequence.",GO:0046933,0.000631692,6,RT,#CALC!,,#CALC!,0.006494159
GO:0046934,FALSE,"1-phosphatidylinositol-4,5-bisphosphate 3-kinase activity",molecular_function,"Catalysis of the reaction: 1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate + ATP = a 1-phosphatidyl-1D-myo-inositol 3,4,5-trisphosphate + ADP + 2 H+.","1-phosphatidylinositol-4,5-bisphosphate 3-kinase activity",GO:0046934,molecular_function,"Catalysis of the reaction: 1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate + ATP = a 1-phosphatidyl-1D-myo-inositol 3,4,5-trisphosphate + ADP + 2 H+.",GO:0046934,8.24595E-06,1,RT,#CALC!,,#CALC!,8.24595E-06
GO:0006624,FALSE,vacuolar protein processing,biological_process,Protein processing that takes place in the vacuole. Most protein processing in the vacuole represents proteolytic cleavage of precursors to form active enzymes.,biological_process,GO:0008150,biological_process,"A biological process is the execution of a genetically-encoded biological module or program. It consists of all the steps required to achieve the specific biological objective of the module. A biological process is accomplished by a particular set of molecular functions carried out by specific gene products (or macromolecular complexes), often in a highly regulated manner and in a particular temporal sequence.",GO:0006624,-5.02278E-06,1,SC,1,,#CALC!,-5.02278E-06
GO:0006660,FALSE,phosphatidylserine catabolic process,biological_process,"The chemical reactions and pathways resulting in the breakdown of phosphatidylserines, any of a class of glycerophospholipids in which the phosphatidyl group is esterified to the hydroxyl group of L-serine.",biological_process,GO:0008150,biological_process,"A biological process is the execution of a genetically-encoded biological module or program. It consists of all the steps required to achieve the specific biological objective of the module. A biological process is accomplished by a particular set of molecular functions carried out by specific gene products (or macromolecular complexes), often in a highly regulated manner and in a particular temporal sequence.",GO:0006660,-5.02278E-06,1,SC,1,,#CALC!,-5.02278E-06
GO:0046961,FALSE,"proton-transporting ATPase activity, rotational mechanism",molecular_function,"Enables the transfer of protons from one side of a membrane to the other according to the reaction: ATP + H2O + H+(in) -> ADP + phosphate + H+(out), by a rotational mechanism.",active monoatomic ion transmembrane transporter activity,GO:0022853,molecular_function,Enables the transfer of an ion from one side of a membrane to the other up the solute's concentration gradient. This is carried out by binding the solute and undergoing a series of conformational changes. Transport works equally well in either direction.,GO:0046961,-0.000116571,10,SC,#CALC!,,#CALC!,-0.001278031
GO:0046967,FALSE,cytosol to endoplasmic reticulum transport,biological_process,The directed movement of substances from the cytosol to the endoplasmic reticulum of a cell.,biological_process,GO:0008150,biological_process,"A biological process is the execution of a genetically-encoded biological module or program. It consists of all the steps required to achieve the specific biological objective of the module. A biological process is accomplished by a particular set of molecular functions carried out by specific gene products (or macromolecular complexes), often in a highly regulated manner and in a particular temporal sequence.",GO:0046967,0,0,equal in both,#CALC!,,#CALC!,0
GO:0046969,FALSE,NAD-dependent histone H3K9 deacetylase activity,molecular_function,"Catalysis of the reaction: histone H3 N6-acetyl-L-lysine (position 9) + H2O = histone H3 L-lysine (position 9) + acetate. This reaction requires the presence of NAD, and represents the removal of an acetyl group from lysine at position 9 of the histone H3 protein.",catalytic activity,GO:0003824,molecular_function,"Catalysis of a biochemical reaction at physiological temperatures. In biologically catalyzed reactions, the reactants are known as substrates, and the catalysts are naturally occurring macromolecular substances known as enzymes. Enzymes possess specific binding sites for substrates, and are usually composed wholly or largely of protein, but RNA that has catalytic activity (ribozyme) is often also regarded as enzymatic.",GO:0046969,1.70643E-06,1,RT,#CALC!,,#CALC!,1.70643E-06
GO:0046970,FALSE,NAD-dependent histone H4K16 deacetylase activity,molecular_function,"Catalysis of the reaction: histone H4 N6-acetyl-L-lysine (position 16) + H2O = histone H4 L-lysine (position 16) + acetate. This reaction requires the presence of NAD, and represents the removal of an acetyl group from lysine at position 16 of the histone H4 protein.",catalytic activity,GO:0003824,molecular_function,"Catalysis of a biochemical reaction at physiological temperatures. In biologically catalyzed reactions, the reactants are known as substrates, and the catalysts are naturally occurring macromolecular substances known as enzymes. Enzymes possess specific binding sites for substrates, and are usually composed wholly or largely of protein, but RNA that has catalytic activity (ribozyme) is often also regarded as enzymatic.",GO:0046970,8.2207E-06,2,RT,#CALC!,,#CALC!,1.64414E-05
GO:0046972,FALSE,histone H4K16 acetyltransferase activity,molecular_function,Catalysis of the reaction: acetyl-CoA + histone H4 L-lysine (position 16) = CoA + histone H4 N6-acetyl-L-lysine (position 16). This reaction represents the addition of an acetyl group to the lysine at position 16 of histone H4.,acetyltransferase activity,GO:0016407,molecular_function,Catalysis of the transfer of an acetyl group to an acceptor molecule.,GO:0046972,0,0,equal in both,#CALC!,,#CALC!,0
GO:0046975,FALSE,histone H3K36 methyltransferase activity,molecular_function,Catalysis of the reaction: S-adenosyl-L-methionine + histone H3 L-lysine (position 36) = S-adenosyl-L-homocysteine + histone H3 N6-methyl-L-lysine (position 36). This reaction is the addition of a methyl group to the lysine residue at position 36 of the histone H3 protein.,catalytic activity,GO:0003824,molecular_function,"Catalysis of a biochemical reaction at physiological temperatures. In biologically catalyzed reactions, the reactants are known as substrates, and the catalysts are naturally occurring macromolecular substances known as enzymes. Enzymes possess specific binding sites for substrates, and are usually composed wholly or largely of protein, but RNA that has catalytic activity (ribozyme) is often also regarded as enzymatic.",GO:0046975; GO:0140955,0,0,equal in both,#CALC!,GO:0140955,GO:0140955,0
GO:0046982,FALSE,protein heterodimerization activity,molecular_function,Binding to a nonidentical protein to form a heterodimer.,binding,GO:0005488,molecular_function,"The selective, non-covalent, often stoichiometric, interaction of a molecule with one or more specific sites on another molecule.",GO:0046982,-0.000329733,1,SC,#CALC!,,#CALC!,-0.000329733
GO:0046983,FALSE,protein dimerization activity,molecular_function,"The formation of a protein dimer, a macromolecular structure consists of two noncovalently associated identical or nonidentical subunits.",binding,GO:0005488,molecular_function,"The selective, non-covalent, often stoichiometric, interaction of a molecule with one or more specific sites on another molecule.",GO:0042803; GO:0046982; GO:0046983,-2.66597E-05,8,SC,#CALC!,"GO:0042803,GO:0046982",GO:0042803; GO:0046982,-0.000381727
GO:0047012,FALSE,sterol-4-alpha-carboxylate 3-dehydrogenase (decarboxylating) activity,molecular_function,Catalysis of the reaction: NAD(P)+ + 3-beta-hydroxy-4-alpha-methyl-5-alpha-cholest-7-ene-4-beta-carboxylate = NAD(P)H + H+ + CO2 + 4-alpha-methyl-5-alpha-cholest-7-en-3-one.,catalytic activity,GO:0003824,molecular_function,"Catalysis of a biochemical reaction at physiological temperatures. In biologically catalyzed reactions, the reactants are known as substrates, and the catalysts are naturally occurring macromolecular substances known as enzymes. Enzymes possess specific binding sites for substrates, and are usually composed wholly or largely of protein, but RNA that has catalytic activity (ribozyme) is often also regarded as enzymatic.",GO:0047012,9.38627E-05,1,RT,#CALC!,,#CALC!,9.38627E-05
GO:0047046,FALSE,homoisocitrate dehydrogenase activity,molecular_function,Catalysis of the reaction: NAD+ + 3-carboxy-2-hydroxyadipate = NADH + H+ + CO2 + 2-keto-adipate.,catalytic activity,GO:0003824,molecular_function,"Catalysis of a biochemical reaction at physiological temperatures. In biologically catalyzed reactions, the reactants are known as substrates, and the catalysts are naturally occurring macromolecular substances known as enzymes. Enzymes possess specific binding sites for substrates, and are usually composed wholly or largely of protein, but RNA that has catalytic activity (ribozyme) is often also regarded as enzymatic.",GO:0047046,4.63552E-05,1,RT,#CALC!,,#CALC!,4.63552E-05
GO:0047066,FALSE,phospholipid-hydroperoxide glutathione peroxidase activity,molecular_function,Catalysis of the reaction: a hydroperoxy polyunsaturated fatty acid + 2 glutathione = a hydroxy polyunsaturated fatty acid + glutathione disulfide + H2O.,antioxidant activity,GO:0016209,molecular_function,"Inhibition of the reactions brought about by dioxygen (O2) or peroxides. Usually the antioxidant is effective because it can itself be more easily oxidized than the substance protected. The term is often applied to components that can trap free radicals, thereby breaking the chain reaction that normally leads to extensive biological damage.",GO:0047066,0,0,equal in both,#CALC!,,#CALC!,0
GO:0047184,FALSE,1-acylglycerophosphocholine O-acyltransferase activity,molecular_function,Catalysis of the reaction: 1-acyl-sn-glycero-3-phosphocholine + acyl-CoA = phosphatidylcholine + CoA.,1-acylglycerophosphocholine O-acyltransferase activity,GO:0047184,molecular_function,Catalysis of the reaction: 1-acyl-sn-glycero-3-phosphocholine + acyl-CoA = phosphatidylcholine + CoA.,GO:0047184,-4.88925E-07,3,SC,#CALC!,,#CALC!,-2.23946E-05
GO:0047293,FALSE,4-hydroxybenzoate nonaprenyltransferase activity,molecular_function,Catalysis of the reaction: p-hydroxybenzoate + solanesyl pyrophosphate = nonaprenyl-4-hydroxybenzoate + diphosphate.,4-hydroxybenzoate nonaprenyltransferase activity,GO:0047293,molecular_function,Catalysis of the reaction: p-hydroxybenzoate + solanesyl pyrophosphate = nonaprenyl-4-hydroxybenzoate + diphosphate.,GO:0047293,0,0,equal in both,#CALC!,,#CALC!,0
GO:0047372,FALSE,acylglycerol lipase activity,molecular_function,Catalysis of the reaction: H2O + acylglycerol = a fatty acid + glycerol.,acylglycerol lipase activity,GO:0047372,molecular_function,Catalysis of the reaction: H2O + acylglycerol = a fatty acid + glycerol.,GO:0047372,-1.3233E-05,1,SC,#CALC!,,#CALC!,-1.3233E-05
GO:0047386,FALSE,"fructose-2,6-bisphosphate 6-phosphatase activity",molecular_function,"Catalysis of the reaction: beta-D-fructose 2,6-bisphosphate + H2O = beta-D-fructofuranose 2-phosphate + phosphate.",carbohydrate phosphatase activity,GO:0019203,molecular_function,Catalysis of the reaction: carbohydrate phosphate + H2O = carbohydrate + phosphate.,GO:0047386,-2.76802E-05,1,SC,#CALC!,,#CALC!,-2.76802E-05
GO:0047407,FALSE,ADP-ribosyl-[dinitrogen reductase] hydrolase activity,molecular_function,Catalysis of the reaction: ADP-ribosyl-[dinitrogen reductase] = adenosine diphosphate ribose + [dinitrogen reductase].,ADP-ribosyl-[dinitrogen reductase] hydrolase activity,GO:0047407,molecular_function,Catalysis of the reaction: ADP-ribosyl-[dinitrogen reductase] = adenosine diphosphate ribose + [dinitrogen reductase].,GO:0047407,0,0,equal in both,#CALC!,,#CALC!,0
GO:0047429,FALSE,nucleoside triphosphate diphosphatase activity,molecular_function,Catalysis of the reaction: a nucleoside triphosphate + H2O = a nucleotide + H+ + diphosphate.,catalytic activity,GO:0003824,molecular_function,"Catalysis of a biochemical reaction at physiological temperatures. In biologically catalyzed reactions, the reactants are known as substrates, and the catalysts are naturally occurring macromolecular substances known as enzymes. Enzymes possess specific binding sites for substrates, and are usually composed wholly or largely of protein, but RNA that has catalytic activity (ribozyme) is often also regarded as enzymatic.",GO:0004170; GO:0008413; GO:0008828; GO:0035539; GO:0035870; GO:0036217; GO:0036218; GO:0036219; GO:0036220; GO:0036221; GO:0036222; GO:0047429; GO:0047840; GO:0106378,0.000104671,2,RT,#CALC!,"GO:0004170,GO:0008413,GO:0008828,GO:0035539,GO:0035870,GO:0036217,GO:0036218,GO:0036219,GO:0036220,GO:0036221,GO:0036222,GO:0047840,GO:0106378",GO:0004170; GO:0008413; GO:0008828; GO:0035539; GO:0035870; GO:0036217; GO:0036218; GO:0036219; GO:0036220; GO:0036221; GO:0036222; GO:0047840; GO:0106378,0.000209341
GO:0047433,FALSE,branched-chain-2-oxoacid decarboxylase activity,molecular_function,Catalysis of the reaction: (S)-3-methyl-2-oxopentanoate + H+ = 2-methylbutanal + CO2.,branched-chain-2-oxoacid decarboxylase activity,GO:0047433,molecular_function,Catalysis of the reaction: (S)-3-methyl-2-oxopentanoate + H+ = 2-methylbutanal + CO2.,GO:0047433,-0.020463445,1,SC,#CALC!,,#CALC!,-0.020463445
GO:0047434,FALSE,indolepyruvate decarboxylase activity,molecular_function,Catalysis of the reaction: indolepyruvate = CO2 + indole acetaldehyde.,carbon-carbon lyase activity,GO:0016830,molecular_function,"Catalysis of the cleavage of C-C bonds by other means than by hydrolysis or oxidation, or conversely adding a group to a double bond.",GO:0047434,-0.020463445,1,SC,#CALC!,,#CALC!,-0.020463445
GO:0047443,FALSE,4-hydroxy-4-methyl-2-oxoglutarate aldolase activity,molecular_function,Catalysis of the reaction: 4-hydroxy-4-methyl-2-oxoglutarate = 2 pyruvate.,4-hydroxy-4-methyl-2-oxoglutarate aldolase activity,GO:0047443,molecular_function,Catalysis of the reaction: 4-hydroxy-4-methyl-2-oxoglutarate = 2 pyruvate.,GO:0047443,-1.08108E-05,1,SC,#CALC!,,#CALC!,-1.08108E-05
GO:0047453,FALSE,ATP-dependent NAD(P)H-hydrate dehydratase activity,molecular_function,"Catalysis of the reaction: (6S)-6beta-hydroxy-1,4,5,6-tetrahydronicotinamide adenine dinucleotide + ATP = ADP + 3 H+ + NADH + phosphate.",ATP-dependent NAD(P)H-hydrate dehydratase activity,GO:0047453,molecular_function,"Catalysis of the reaction: (6S)-6beta-hydroxy-1,4,5,6-tetrahydronicotinamide adenine dinucleotide + ATP = ADP + 3 H+ + NADH + phosphate.",GO:0047453,0,0,equal in both,#CALC!,,#CALC!,0
GO:0047484,FALSE,regulation of response to osmotic stress,biological_process,Any process that modulates the rate or extent of the response to osmotic stress.,biological_process,GO:0008150,biological_process,"A biological process is the execution of a genetically-encoded biological module or program. It consists of all the steps required to achieve the specific biological objective of the module. A biological process is accomplished by a particular set of molecular functions carried out by specific gene products (or macromolecular complexes), often in a highly regulated manner and in a particular temporal sequence.",GO:0047484,0,0,equal in both,#CALC!,,#CALC!,0
GO:0047496,FALSE,vesicle transport along microtubule,biological_process,"The directed movement of a vesicle along a microtubule, mediated by motor proteins. This process begins with the attachment of a vesicle to a microtubule, and ends when the vesicle reaches its final destination.",biological_process,GO:0008150,biological_process,"A biological process is the execution of a genetically-encoded biological module or program. It consists of all the steps required to achieve the specific biological objective of the module. A biological process is accomplished by a particular set of molecular functions carried out by specific gene products (or macromolecular complexes), often in a highly regulated manner and in a particular temporal sequence.",GO:0047496,0,0,equal in both,#CALC!,,#CALC!,0
GO:0047499,FALSE,calcium-independent phospholipase A2 activity,molecular_function,Catalysis of the reaction: phosphatidylcholine + H2O = 1-acylglycerophosphocholine + a carboxylate. This reaction does not require Ca2+.,calcium-independent phospholipase A2 activity,GO:0047499,molecular_function,Catalysis of the reaction: phosphatidylcholine + H2O = 1-acylglycerophosphocholine + a carboxylate. This reaction does not require Ca2+.,GO:0047499,0,0,equal in both,#CALC!,,#CALC!,0
GO:0047536,FALSE,2-aminoadipate transaminase activity,molecular_function,Catalysis of the reaction: 2-oxoglutarate + L-2-aminoadipate = 2-oxoadipate + L-glutamate.,2-aminoadipate transaminase activity,GO:0047536,molecular_function,Catalysis of the reaction: 2-oxoglutarate + L-2-aminoadipate = 2-oxoadipate + L-glutamate.,GO:0047536,-0.00040636,2,SC,#CALC!,,#CALC!,-0.00081272
GO:0047560,FALSE,3-dehydrosphinganine reductase activity,molecular_function,Catalysis of the reaction: NADP+ + sphinganine = 3-dehydrosphinganine + H+ + NADPH.,3-dehydrosphinganine reductase activity,GO:0047560,molecular_function,Catalysis of the reaction: NADP+ + sphinganine = 3-dehydrosphinganine + H+ + NADPH.,GO:0047560,-4.70825E-05,1,SC,#CALC!,,#CALC!,-4.70825E-05
GO:0047617,FALSE,fatty acyl-CoA hydrolase activity,molecular_function,Catalysis of the reaction: a fatty acyl-CoA + H2O = a fatty acid + CoA + H+.,acyl-CoA hydrolase activity,GO:0016289,molecular_function,Catalysis of the reaction: an acyl-CoA + H2O = a carboxylate + CoA + H+.,GO:0047617,1.7265E-05,1,RT,#CALC!,,#CALC!,1.7265E-05
GO:0047655,FALSE,allyl-alcohol dehydrogenase activity,molecular_function,Catalysis of the reaction: allyl alcohol + NADP+ = acrolein + H+ + NADPH.,allyl-alcohol dehydrogenase activity,GO:0047655,molecular_function,Catalysis of the reaction: allyl alcohol + NADP+ = acrolein + H+ + NADPH.,GO:0047655,-0.007429644,1,SC,#CALC!,,#CALC!,-0.007429644
