,../parameterization/kapp/datasets/Rabinowitz2023_batchGlc_using_MFA_and_scRBA_methods/min_flux_violation/enz_alloc.flux_unscaled.txt,diff,../parameterization/kapp/datasets/PinheiroEtAl2020_batchXyl/min_flux_violation/enz_alloc.flux_unscaled.txt,../application/max_growth_xyl/gxf1_disabled/mu_max_on_glc_with_xyl/runRBA.flux.txt
ENZLOAD-3OACE220_rm_FWD-rt8287,2.764506534910626e-10,752.1282856918077,2.355714214377191e-09,
ENZLOAD-3OACE240_rm_FWD-rt2975,2.054363960882607e-08,-100.0,,0.0
ENZLOAD-3OACE240_rm_FWD-rt8287,0.0,,1.700278533040957e-09,
ENZLOAD-3OACE260_rm_FWD-rt2975,6.258498870767096e-09,0.0,,
ENZLOAD-3OACE260_rm_FWD-rt8287,0.0,0.0,,
ENZLOAD-3OACR200_rm_FWD-rt8327,0.0,,2.350666895646217e-08,3.94917823e-07
ENZLOAD-3OACR220_rm_FWD-rt8327,5.666769421315298e-07,-30.30988317355311,0.0,3.94917823e-07
ENZLOAD-3OACR240_rm_FWD-rt8327,0.0,,0.0,2.85037736e-07
ENZLOAD-3OACR260_rm_FWD-rt8327,0.0,0.0,,
ENZLOAD-3OADPCOAT_m_FWD-rt4722,4.043624227421737e-07,-97.19966952563776,1.132348415091859e-08,
ENZLOAD-3OADPCOAT_m_REV-rt4722,4.043624227421737e-07,-97.19966952563776,1.132348415091859e-08,
ENZLOAD-3OAR100_c_FWD-rt0409,0.0,,,6.354455e-09
ENZLOAD-3OAR120_c_FWD-rt0409,9.473051577314901e-07,-99.32920717805264,0.0,6.354455e-09
ENZLOAD-3OAR120_c_FWD-rt2183,0.0,0.0,,
ENZLOAD-3OAR140_c_FWD-rt0409,0.0,,,6.354455e-09
ENZLOAD-3OAR140_c_FWD-rt1363,8.204885444966671e-09,-14.328890412643098,7.029216401074493e-09,
ENZLOAD-3OAR160_c_FWD-rt0409,0.0,,,6.354455e-09
ENZLOAD-3OAR180_c_FWD-rt0409,7.785542455619429e-07,-99.3228019717246,0.0,5.272354e-09
ENZLOAD-3OAR180_c_FWD-rt1363,0.0,0.0,,
ENZLOAD-3OAR40_c_FWD-rt0409,0.0,,0.0,6.354455e-09
ENZLOAD-3OAR40_c_FWD-rt2183,1.100431047801239e-07,0.0,,
ENZLOAD-3OAR60_c_FWD-rt0409,1.770763865158542e-07,-96.41146110724873,,6.354455e-09
ENZLOAD-3OAR60_c_FWD-rt2183,4.786543057281736e-07,-100.0,0.0,
ENZLOAD-3OAR80_c_FWD-rt2190,2.279787432407235e-07,-95.88069256893456,9.391145311564726e-09,
ENZLOAD-3OAS100_c_FWD-rt0409,0.0,,0.0,6.354455e-09
ENZLOAD-3OAS120_c_FWD-rt0409,0.0,,0.0,6.354455e-09
ENZLOAD-3OAS140_c_FWD-rt0409,0.0,,0.0,6.354455e-09
ENZLOAD-3OAS160_c_FWD-rt0409,0.0,,0.0,6.354455e-09
ENZLOAD-3OAS180_c_FWD-rt0409,0.0,,0.0,5.272354e-09
ENZLOAD-3OAS40_c_FWD-rt0409,0.0,,0.0,6.354455e-09
ENZLOAD-3OAS60_c_FWD-rt0409,0.0,,3.264109687805484e-09,6.354455e-09
ENZLOAD-3OAS80_c_FWD-rt0409,0.0,,0.0,6.354455e-09
ENZLOAD-4CMCOAL_c_FWD-rt5332,2.654129100457085e-08,-48.99818635442031,1.353653977728223e-08,
ENZLOAD-4CMCOAL_x_FWD-rt6434_x,3.383796573235345e-07,0.0,,
ENZLOAD-4CMCOAL_x_FWD-rt8267_x,1.189158648129096e-07,0.0,,
ENZLOAD-4DPMIPPH_c_FWD-rt1973,2.710868547211232e-07,-99.43362772624728,1.535360782928748e-09,
ENZLOAD-4DPMIPPH_c_REV-rt1973,2.710868547211232e-07,-99.43362772624728,1.535360782928748e-09,
ENZLOAD-4HGLSD_m_FWD-rt0201,5.762886549452122e-07,0.0,,
ENZLOAD-5AOPtps_e_FWD-rt2901,5.845839384648485e-08,0.0,,
ENZLOAD-6DPMIPPH_c_FWD-rt1395,4.723629001541834e-08,0.0,,
ENZLOAD-6DPMIPPH_c_REV-rt1973,4.723629001541834e-08,0.0,,
ENZLOAD-AASADy_c_FWD-LYS25,1.594782541069605e-09,13449.096032558657,4.709337052267079e-09,2.16078618e-07
ENZLOAD-AATA_c_FWD-rt0172,9.163369423078151e-07,-95.0484838661421,4.537257153887149e-08,
ENZLOAD-AATA_c_FWD-rt4039,2.33646294291533e-07,-100.0,0.0,
ENZLOAD-AATA_c_FWD-rt7471,1.869769842145181e-07,-67.31835030032791,,6.1107163e-08
ENZLOAD-ABTA_c_FWD-rt2569,1.552571748457151e-06,-99.47788549938498,8.106202231146925e-09,
ENZLOAD-ABTA_c_FWD-rt7537,5.799238938005788e-07,-91.59264823534427,4.875624171910321e-08,
ENZLOAD-ABTD4Dx_c_FWD-rt1622_c,3.931075003178247e-08,0.0,,
ENZLOAD-ABTD4Dx_c_REV-rt1622_c,3.931075003178247e-08,21395.63850643438,6.902661401729088e-07,8.450096721e-06
ENZLOAD-ABTD4Dy_c_FWD-rt8084,5.865621854494151e-08,0.0,,
ENZLOAD-ACACT100i_x_FWD-rt0697,4.527915552950931e-07,0.0,,
ENZLOAD-ACACT140i_x_FWD-rt5445,8.542056411967924e-07,0.0,,
ENZLOAD-ACACT40ir_c_FWD-rt0310,5.863057514332215e-06,89.61198277220377,2.431218848743349e-07,1.1117059604e-05
ENZLOAD-ACACT80i_m_FWD-rt0517,7.602833914825801e-07,0.0,,
ENZLOAD-ACACT80i_x_FWD-rt6860,6.100685522774589e-07,0.0,,
ENZLOAD-ACCOAC_c_FWD-rt0271,1.167614279453735e-06,-92.20944368352903,1.989307970966484e-09,9.0963648e-08
ENZLOAD-ACCOAt_c_r_FWD-rt2578,2.869884210627904e-08,0.0,,
ENZLOAD-ACCOAt_c_r_REV-rt2578,2.869884210627904e-08,0.0,,
ENZLOAD-ACCOATsucac_m_FWD-rt5429,1.303319106973179e-06,-99.11483899643436,1.153647248694641e-08,
ENZLOAD-ACEST1_m_FWD-rt6091,3.364835476305131e-08,0.0,,
ENZLOAD-ACGAM6PS_c_FWD-rt4107,2.205905290466933e-07,-52.74496992055241,1.042401208534275e-07,
ENZLOAD-ACGAMPM_c_FWD-rt4597,7.385246025167661e-07,0.0,,
ENZLOAD-ACGK_m_FWD-rt1009,1.821370217194796e-06,-51.32493824537031,1.916454917308389e-08,8.86553078e-07
ENZLOAD-ACGS_m_FWD-rt7899,2.169046132432386e-07,0.0,,
ENZLOAD-ACHAH_e_FWD-rt1203,1.06108741814148e-08,0.0,,
ENZLOAD-ACHBS_m_FWD-ILV26,0.0,,1.430689548052075e-08,
ENZLOAD-ACITL_c_FWD-rt1358,2.277903898906365e-06,-81.9695477848215,1.113293170168822e-08,4.10716374e-07
ENZLOAD-ACKr_c_REV-rt5015,6.918655935393046e-08,-13.438486377632353,4.622448171318974e-09,5.9888933e-08
ENZLOAD-ACLS_m_FWD-ILV26,3.246191782385505e-06,-98.7358733123007,4.103597665503669e-08,
ENZLOAD-ACLS_m_FWD-rt7317,0.0,,,0.0
ENZLOAD-ACOAD100f_x_FWD-rt2040,3.139096229380564e-07,0.0,,
ENZLOAD-ACOAD60f_m_FWD-rt5702,3.71396655336506e-07,0.0,,
ENZLOAD-ACOAD60f_m_REV-rt5702,3.71396655336506e-07,0.0,,
ENZLOAD-ACOAD80f_m_FWD-rt4202,4.651548168683655e-08,-62.37500643123789,1.750144699315097e-08,
ENZLOAD-ACOAD80f_m_REV-rt4202,4.651548168683657e-08,-62.3750064312379,1.750144699315097e-08,
ENZLOAD-ACOADm50f_m_FWD-rt1644,2.705749375095487e-08,-84.37563048843087,4.227562804218916e-09,
ENZLOAD-ACOADm50f_m_REV-rt1644,2.705749375095487e-08,-84.37563048843087,4.227562804218914e-09,
ENZLOAD-ACOADS180_rm_FWD-rt1362,4.381851579109341e-07,-41.64945950725916,5.591607766111743e-09,2.55683408e-07
ENZLOAD-ACOADS181_rm_FWD-rt0477,1.112691134563155e-06,-98.48560193601116,4.588518217858805e-10,1.6850573e-08
ENZLOAD-ACOADS182_rm_FWD-rt0477,0.0,,0.0,4.13147e-09
ENZLOAD-ACOAO120_x_FWD-rt1332,1.254228970486466e-07,0.0,,
ENZLOAD-ACOAO40_x_FWD-rt4374,1.13881008945781e-07,0.0,,
ENZLOAD-ACOATA_c_FWD-rt0302,0.0,,0.0,1.0511566e-08
ENZLOAD-ACOATA_m_FWD-rt5893,2.03327831253961e-06,-49.24050162107637,1.032081872092549e-06,
ENZLOAD-ACOATA_m_REV-rt5893,2.03327831253961e-06,-49.24050162107637,1.032081872092549e-06,
ENZLOAD-ACONT2_m_FWD-rt4274,8.634075416882981e-07,-76.65579350827228,2.015556393968664e-07,
ENZLOAD-ACONT2_m_REV-rt4274,8.634075416882981e-07,-76.65579350827228,2.015556393968664e-07,
ENZLOAD-ACONTa_m_FWD-rt3256,7.059927479345181e-06,-95.55967827846456,3.134834933900138e-07,
ENZLOAD-ACONTb_m_FWD-rt6232,8.201153594891445e-07,-97.08318766095287,,2.3921226e-08
ENZLOAD-ACOTAi_m_FWD-rt6510,4.69708237327189e-07,60.5595493260781,1.81420309573634e-08,7.54161429e-07
ENZLOAD-ACP1_e_FWD-rt1163,1.760055998388267e-08,0.0,,
ENZLOAD-ACP1_e_FWD-rt5051,5.798947157021292e-09,-40.6481819848201,3.441780563431726e-09,
ENZLOAD-ACPCS_c_FWD-rt0245,1.160866174500601e-08,0.0,,
ENZLOAD-ACPCS_c_REV-rt0245,1.160866174500601e-08,0.0,,
ENZLOAD-ACRNAH_x_FWD-rt5418,8.336815367150383e-08,0.0,,
ENZLOAD-ACRNt_c_m_FWD-rt0963,1.023838757272904e-06,-82.00486265981897,1.842411905132618e-07,
ENZLOAD-ACS_c_FWD-rt6229_c,1.308663918893388e-06,-98.92943088089442,1.401015178854973e-08,
ENZLOAD-ACt_c_m_FWD-rt5456,0.0,,3.380558050374997e-08,
ENZLOAD-ADA_c_FWD-rt8364,4.166433224706574e-07,0.0,,
ENZLOAD-ADCS_c_FWD-rt5301,1.147874826404192e-07,0.0,,
ENZLOAD-ADD_c_FWD-rt3300,5.390094817297949e-08,-99.67161308424828,1.770036612661821e-10,
ENZLOAD-ADK1_c_FWD-rt3932,4.45331139455849e-07,6443.271759887547,1.081526971621258e-09,2.9139226686e-05
ENZLOAD-ADK1_c_FWD-rt7128_c,5.829447833809561e-06,-92.39140716643213,4.435389501198121e-07,
ENZLOAD-ADK3_m_FWD-rt6761,3.180331234828339e-07,-99.71852369874694,8.951878727391201e-10,
ENZLOAD-ADK3_m_REV-rt6761,3.180331234828339e-07,-99.71852369874694,8.9518787273912e-10,
ENZLOAD-ADMDC_c_FWD-rt2849,3.184590138058473e-07,-98.95198991144967,3.337482592583142e-09,
ENZLOAD-ADNCYC_c_FWD-rt4919,8.199656708786795e-08,-99.71658638297205,2.323894366224714e-10,
ENZLOAD-ADNK1_c_FWD-rt0017,4.489039652103058e-06,150.27975210101948,2.456904317322953e-07,1.1235157313e-05
ENZLOAD-ADNtps_e_FWD-rt5601,5.075014903101222e-09,0.0,,
ENZLOAD-ADPATPt_c_m_FWD-rt4336,4.490531502689605e-05,79.21317145375497,5.726921225573669e-06,8.0476239211e-05
ENZLOAD-ADPATPt_c_x_FWD-rt7777,4.41704476355302e-08,0.0,,
ENZLOAD-ADSK_c_FWD-rt0341,1.876032563228284e-06,1090.9537207367355,4.206133109446379e-07,2.2342679614e-05
ENZLOAD-ADSL1r_c_FWD-rt7437,0.0,,0.0,4.69045856e-07
ENZLOAD-ADSL2i_c_FWD-rt7437,7.069214129809679e-07,-28.36583986547972,2.016603584345252e-08,5.06397217e-07
ENZLOAD-ADSS_c_FWD-rt3802,1.966226834556447e-06,-45.58275666900003,2.084071317229441e-08,1.069966441e-06
ENZLOAD-AEPI1_c_FWD-rt0136,6.154065241559387e-08,0.0,,
ENZLOAD-AEPI1_c_REV-rt0136,6.154065241559402e-08,0.0,,
ENZLOAD-AFAT_c_FWD-rt3174_c,1.996757309579201e-07,-99.32118140071532,0.0,1.355436e-09
ENZLOAD-AGMT_e_FWD-rt1772,4.986036371082701e-07,-96.10389494496162,1.942612150998054e-08,
ENZLOAD-AGPAT_l_FWD-rt1378,1.296880320204805e-08,-100.0,0.0,
ENZLOAD-AGPAT_rm_FWD-rt2059_rm,1.725252458692322e-07,207.6460701886505,1.159864770274236e-08,5.30767139e-07
ENZLOAD-AGPAT_rm_FWD-rt7662,3.238274908355591e-08,0.0,,
ENZLOAD-AGPRi_m_FWD-rt1009,1.821370217194796e-06,-51.32493824537031,2.348911292457566e-08,8.86553078e-07
ENZLOAD-AGTi_c_FWD-rt0451,3.600982595182439e-06,-95.54642387421643,1.603725011526671e-07,
ENZLOAD-AHCi_c_FWD-rt4544,5.287245456431204e-06,1219.5387336734627,1.525670333207458e-06,6.9767251742e-05
ENZLOAD-AHGDf_m_FWD-rt1883,6.512117056996634e-08,-99.43462795234184,3.681768955103853e-10,
ENZLOAD-AHGDf_m_REV-rt1883,6.512117056996634e-08,-99.43462795234184,3.681768955103852e-10,
ENZLOAD-AHSERL2_c_FWD-rt8250,2.713543447599009e-08,6384.254352208231,2.444627828422404e-08,1.759530591e-06
ENZLOAD-AICART_c_FWD-rt4053,0.0,,0.0,2.189095954e-06
ENZLOAD-AIRC1_c_FWD-rt3764,1.513625575384264e-06,-74.2737473300725,8.48163625582139e-09,3.8939914e-07
ENZLOAD-AKGCITta_m_FWD-rt8378,1.340280635176095e-06,-96.66882664896278,4.464707134809845e-08,
ENZLOAD-AKGDH_m_FWD-KGDCPLX,0.0,,2.06687128666446e-09,
ENZLOAD-AKGDH_m_FWD-KGDCPLX2,1.181966590829516e-06,-100.0,4.141292220009232e-08,0.0
ENZLOAD-AKGMALta_m_FWD-rt2267,1.587347868202939e-06,129.696614651191,8.515338551412899e-08,3.646084316e-06
ENZLOAD-AKP1_c_FWD-rt3253,5.838867015337604e-09,426.31655203993233,3.073092355332178e-08,
ENZLOAD-AKP1_c_FWD-rt5041,8.551534072558943e-09,0.0,,
ENZLOAD-ALAS_m_FWD-rt0309,1.807558641117149e-07,-27.29337903041648,1.545784724064527e-09,1.31421481e-07
ENZLOAD-ALATA_L_m_REV-rt1267,6.512817960479413e-07,5.05684162399564,1.228038316182705e-08,6.84216085e-07
ENZLOAD-ALATRS_c_FWD-rt3605,1.619317846409494e-06,18.07567731310528,3.431714781269624e-08,1.912020515e-06
ENZLOAD-ALCD22yi_c_FWD-rt3514,3.69600805571522e-07,0.0,,
ENZLOAD-ALCD24yi_c_FWD-rt5579,4.247203042027404e-06,0.0,,
ENZLOAD-ALCD25yi_c_FWD-rt4416,6.470523172215463e-08,0.0,,
ENZLOAD-ALCD25yi_c_FWD-rt5194,6.595224339972499e-09,0.0,,
ENZLOAD-ALCD2i2_c_FWD-rt7070,9.772862181213603e-08,804.178091566884,8.836407876155891e-07,
ENZLOAD-ALCD2i2_c_FWD-rt7110,1.951412710026919e-07,0.0,,
ENZLOAD-ALCD2i2_c_FWD-rt8149,9.154896587865439e-07,0.0,,
ENZLOAD-ALCD2i2_m_FWD-rt3939_m,2.840090403855991e-07,0.0,,
ENZLOAD-ALDD20y_c_FWD-rt7041,7.062420989231372e-07,-92.70549812452349,5.151684315135287e-08,
ENZLOAD-ALDD22x_c_FWD-rt2756_c,4.843465127191151e-07,0.0,,
ENZLOAD-ALDD22x_c_FWD-rt7955_c,8.050124070278044e-07,0.0,,
ENZLOAD-ALDD2y_c_FWD-rt3674_c,4.104469406830474e-06,-88.41924941266626,4.753283649384533e-07,
ENZLOAD-ALLTN_c_FWD-rt3516,5.49658604818741e-09,-93.42067539173435,3.616382384828915e-10,
ENZLOAD-ALLTN_c_REV-rt3516,5.49658604818741e-09,-93.42067539173435,3.616382384828914e-10,
ENZLOAD-ALPHNH_c_FWD-rt0958,1.008916754753044e-08,-95.18512237141283,4.8578107115672e-10,
ENZLOAD-AMAOTr_c_FWD-rt4363,7.654828217730276e-08,-97.70477129270725,1.756958147472908e-09,
ENZLOAD-AMAOTr_c_REV-rt4363,7.654828217730276e-08,-97.70477129270725,1.756958147472908e-09,
ENZLOAD-AMETt_c_m_FWD-rt3664,2.139400539246801e-07,0.0,,
ENZLOAD-AMETt_c_m_REV-rt3664,2.139400539246802e-07,0.0,,
ENZLOAD-AMPDA_c_FWD-rt3101,4.26058678193284e-07,-99.9289773944433,3.02597974453314e-10,
ENZLOAD-ANNAT_c_FWD-rt7589,1.255639224029337e-06,0.0,,
ENZLOAD-ANPRT_c_FWD-rt1532,2.893642609827106e-08,1071.6726448822146,7.168588004875722e-09,3.39040189e-07
ENZLOAD-ANS_c_FWD-TRP23,2.732323867827507e-07,-26.525674952427046,4.244731475787342e-09,2.00755652e-07
ENZLOAD-AOXS_c_FWD-rt4368,1.187277775712181e-07,-98.32849808122609,1.984537080220534e-09,
ENZLOAD-AP4AH_c_FWD-rt0084,3.852771410657458e-08,0.0,,
ENZLOAD-AP4AH_c_REV-rt0084,3.852771410657458e-08,0.0,,
ENZLOAD-ARAB1Dx_c_FWD-rt8345,4.565610283823343e-07,-97.32791119121136,1.21997161446947e-08,
ENZLOAD-ARABRy_c_FWD-rt5845,6.726856635767008e-07,0.0,,
ENZLOAD-ARABRy_c_REV-rt5845,6.726856635767008e-07,0.0,,
ENZLOAD-ARAI2_c_FWD-rt6112,1.147674681614972e-08,0.0,,
ENZLOAD-ARAI2_c_REV-rt6112,1.147674681614969e-08,0.0,,
ENZLOAD-ARAK_c_FWD-rt4526,1.255207035158238e-07,-98.41758853445867,1.986254004062526e-09,
ENZLOAD-ARGN_c_FWD-rt7813,9.661368707770785e-07,-98.75582093708917,1.202047266527024e-08,
ENZLOAD-ARGSL_c_FWD-rt3236,3.68638261059738e-06,-23.75260327238487,6.360765663328965e-08,2.810770774e-06
ENZLOAD-ARGSS_c_FWD-rt7828,5.520163636661161e-06,33.978987504677356,1.729918423067511e-07,7.395859349e-06
ENZLOAD-ARGTRS_c_FWD-rt1711,2.488798642277957e-06,-68.10220543702235,1.909730149232939e-08,7.93871878e-07
ENZLOAD-ARMT_c_FWD-rt1648,9.097877383626993e-07,-98.91178782080287,9.90042097370502e-09,
ENZLOAD-ARMT_c_FWD-rt3356,4.092281341851369e-08,0.0,,
ENZLOAD-ARMT_c_FWD-rt7912,1.806887565899749e-06,-97.23768445443835,4.991193612366939e-08,
ENZLOAD-ARMT_c_FWD-rt7917,2.72789688940926e-07,-99.4669002318026,1.454241199410496e-09,
ENZLOAD-AROHL_c_FWD-rt5827,1.186597236181304e-10,0.0,,
ENZLOAD-AROHL_c_REV-rt5827,1.186597236181304e-10,0.0,,
ENZLOAD-ASAD_c_FWD-rt1962,4.430689564068693e-06,28.94599633727404,1.003061742523603e-07,5.713196803e-06
ENZLOAD-ASNS1_c_FWD-rt6769,5.321387680792962e-06,3.9188761412692736,9.282590924400101e-08,5.529926273e-06
ENZLOAD-ASNtpa_v_FWD-rt7819,1.470909683749702e-08,0.0,,
ENZLOAD-ASNtps_v_FWD-rt4375,8.352594997256972e-08,0.0,,
ENZLOAD-ASNTRS_c_FWD-rt0799,1.59085976599825e-06,-9.55920919295016,2.415161183505242e-08,1.438786153e-06
ENZLOAD-ASPCT_c_FWD-rt8313,0.0,,7.830113597080828e-09,3.5689953e-07
ENZLOAD-ASPGLUt_c_m_FWD-rt8431,6.973924867322129e-07,0.0,,
ENZLOAD-ASPK_c_FWD-rt6294,1.680489114333169e-06,20.55930429540015,3.557008628054832e-08,2.025985985e-06
ENZLOAD-ASPTA_c_FWD-rt0568_c,6.286836825329182e-07,-99.95845891408528,2.611620286927244e-10,
ENZLOAD-ASPTA_c_REV-rt0568_c,7.405326412823408e-08,771.8478997522565,1.225533122896679e-08,6.45631828e-07
ENZLOAD-ASPTA_x_FWD-rt5913_x,1.494980730292667e-07,-63.224915356807266,5.49780428964549e-08,
ENZLOAD-ASPTA_x_REV-rt5913_x,1.494980730292667e-07,-63.17707081760723,5.504956956060871e-08,
ENZLOAD-ASPTA4_c_FWD-rt1784_c,3.429202355968761e-08,0.0,,
ENZLOAD-ASPTA4_c_REV-rt1784_c,3.429202355968761e-08,0.0,,
ENZLOAD-ASPTAi_m_FWD-rt5562_m,2.522617897397481e-07,0.0,,
ENZLOAD-ASPTAi_m_FWD-rt5913_m,3.35299532510291e-06,0.0,,
ENZLOAD-ASPTRS_c_FWD-rt5890,3.099132597851177e-06,4.837644321923347,5.250976272284208e-08,3.24905761e-06
ENZLOAD-ATAH_c_FWD-rt6356,7.785376958175667e-08,-98.98776553533023,7.880626877511359e-10,
ENZLOAD-ATAH_c_REV-rt6356,7.785376958175667e-08,-98.98776553533023,7.880626877511358e-10,
ENZLOAD-ATHRDHr_c_FWD-rt1844,9.629265784727618e-08,-20.556982769809345,7.649779276502015e-08,
ENZLOAD-ATHRDHr_c_REV-rt1844,9.629265784727618e-08,-20.55698276980936,7.649779276502013e-08,
ENZLOAD-ATPASEP2e_c_FWD-rt0602_c,1.968697445743442e-08,7665.835229306427,1.149020064575001e-10,1.528857998e-06
ENZLOAD-ATPASEP2e_c_FWD-rt5249,9.939282866889897e-06,-98.9818661776497,1.011952005668741e-07,
ENZLOAD-ATPATF1_c_FWD-rt5328,1.225705843729481e-07,0.0,,
ENZLOAD-ATPATF1_c_FWD-rt8184,1.674899399114545e-07,-97.52094848436924,4.152161893903973e-09,
ENZLOAD-ATPPRT_c_FWD-rt1520,3.502050797992095e-06,14.549632383974787,6.948125208738004e-08,4.011586315e-06
ENZLOAD-ATPS_m_FWD-ATPSCPLX,2.875875197997213e-06,-100.0,0.0,0.0
ENZLOAD-AVNORy_c_FWD-rt7877,9.489216003761577e-08,-70.68514781517388,2.78174964500157e-08,
ENZLOAD-AVNORy_c_REV-rt7877,9.489216003761577e-08,-70.6851478151739,2.781749645001569e-08,
ENZLOAD-BACCL_c_FWD-rt8036_c,2.349126826983286e-07,0.0,,
ENZLOAD-BETALDHx_x_FWD-rt2053,2.199749995753042e-08,-91.11212532522038,1.955110227810006e-09,
ENZLOAD-BPNT_c_FWD-rt2305,2.705142563683227e-06,-54.8795472968304,2.297795426242909e-08,1.220572571e-06
ENZLOAD-BTS1_c_FWD-rt7540_c,3.790949466995893e-07,-94.06024330003248,2.251731749582712e-08,
ENZLOAD-BTS1_c_REV-rt7540_c,3.790949466995893e-07,-94.06024330003248,2.251731749582712e-08,
ENZLOAD-BZHYOX_r_FWD-rt1936,3.339477818376337e-08,-92.25913857982633,2.585043500779516e-09,
ENZLOAD-C14STR_c_FWD-rt0303,1.14156814961125e-07,-100.0,0.0,0.0
ENZLOAD-C22STDSy_c_FWD-rt3348,6.903905775877426e-07,-83.21926938736702,2.5336106319689e-09,1.15852583e-07
ENZLOAD-C24STR_r_FWD-rt2613,1.47571966561295e-06,-97.95648803070776,6.59500613110032e-10,3.0156508e-08
ENZLOAD-C3STDH1_c_FWD-rt0467,0.0,,,5.10709667e-07
ENZLOAD-C3STDH1_c_FWD-rt5356,8.684371504307744e-08,-65.24694451898637,3.018084447069408e-08,
ENZLOAD-C3STDH2_c_FWD-rt0467,9.420009483129795e-07,-45.78459099063276,2.233768833772352e-08,5.10709667e-07
ENZLOAD-C4STMO1_c_FWD-rt8272,8.5614452860474e-08,-90.0498949471966,0.0,8.518728e-09
ENZLOAD-C4STMO2_c_FWD-rt8272,0.0,,7.451631954136523e-10,8.518728e-09
ENZLOAD-C4STMO3_c_FWD-rt8272,0.0,,0.0,8.518728e-09
ENZLOAD-C4STMO4_c_FWD-rt8272,0.0,,0.0,8.518728e-09
ENZLOAD-C5STDS_c_FWD-rt0413,2.712856091387873e-07,-33.77405142486317,3.929063934516412e-09,1.79661468e-07
ENZLOAD-C8STI_c_FWD-rt1745,6.099634176523157e-07,-42.298548435142564,7.697056608108743e-09,3.51957746e-07
ENZLOAD-CAT_c_FWD-rt0986,9.291639920381875e-09,-88.26416689923575,1.090451353380001e-09,
ENZLOAD-CATDOX_c_FWD-rt0267,6.844167247395013e-09,-70.22292489966976,2.037992821249018e-09,
ENZLOAD-CBL_c_FWD-rt0389,0.0,,2.492527337226037e-10,
ENZLOAD-CBMHL_c_FWD-rt2726,8.325164064616897e-09,93.27876295862436,1.609077411836747e-08,
ENZLOAD-CBMHL_c_REV-rt2726,8.325164064616897e-09,93.27876295862426,1.609077411836746e-08,
ENZLOAD-CBPS_c_FWD-CPA12,2.682486079205223e-06,-99.83360238658608,4.463592815958046e-09,
ENZLOAD-CBPS_c_FWD-rt3934,2.35475776641333e-06,-50.13156679004753,2.27242581963742e-08,1.174280804e-06
ENZLOAD-CDPDAGS_rm_FWD-rt4513_rm,2.2489172178157e-07,184.84707214887683,1.400939504249406e-08,6.40597485e-07
ENZLOAD-CERH2A24_r_FWD-rt1296,6.274747970481469e-09,0.0,,
ENZLOAD-CFCOAMT_c_FWD-rt5076,3.023786931911135e-08,0.0,,
ENZLOAD-CFCOAMT_c_FWD-rt5077,1.607771280090885e-07,0.0,,
ENZLOAD-CHOLD_c_FWD-rt3274,5.693832732615775e-07,-99.66279152269563,1.920008665791209e-09,
ENZLOAD-CHOLPT_rm_FWD-rt0720,1.153926871003828e-07,0.0,,
ENZLOAD-CHORM_c_FWD-rt1336,1.059107175753248e-06,-76.03643164635393,4.489152322752217e-09,2.53799872e-07
ENZLOAD-CHORS_c_FWD-rt5669,2.274448324448011e-06,131.48867619482152,9.577823237362144e-08,5.265090317e-06
ENZLOAD-CHTNDA_c_FWD-rt0089,7.032937233458822e-08,-89.92260520418951,7.087368507571969e-09,
ENZLOAD-CHTNDA_c_FWD-rt4385,6.963271235533086e-09,0.0,,
ENZLOAD-CHTNDA_c_FWD-rt6259,3.692636569616216e-07,0.0,,
ENZLOAD-CHTNH_e_FWD-rt4186,1.369938575568582e-07,0.0,,
ENZLOAD-CHTNH_e_FWD-rt4714,1.480330252966e-07,0.0,,
ENZLOAD-CHTNH_e_FWD-rt5734,4.048133659570736e-07,0.0,,
ENZLOAD-CHTNH_e_FWD-rt6409,8.883577468956649e-09,0.0,,
ENZLOAD-CHTNS_c_FWD-rt0073,7.76392810774892e-09,0.0,,
ENZLOAD-CHTNS_c_FWD-rt0144,1.43335844872638e-07,-99.33291890493166,9.561663236018434e-10,
ENZLOAD-CHTNS_c_FWD-rt0540,1.664003234269077e-07,-99.50769507935459,8.191969802005642e-10,
ENZLOAD-CHTNS_c_FWD-rt1343,1.429573476454867e-08,0.0,,
ENZLOAD-CHTNS_c_FWD-rt1388,8.699762058717222e-08,-97.49918893144275,2.175646125025447e-09,
ENZLOAD-CHTNS_c_FWD-rt6173,5.745714497329535e-08,-99.59374721924223,2.334212491980318e-10,
ENZLOAD-CHTNS_c_FWD-rt6592,1.853900253344253e-07,-97.38396585234376,4.849866369097092e-09,
ENZLOAD-CHTNS_c_FWD-rt7460,1.333892022669897e-07,0.0,,
ENZLOAD-CITCOAL_c_FWD-rt1454,3.734278268214546e-08,-98.56789141477994,5.347891967510769e-10,
ENZLOAD-CITCOAL_c_REV-rt1454,3.734278268214546e-08,-98.56789141477994,5.347891967510768e-10,
ENZLOAD-CITICITta_m_FWD-rt2146,0.0,0.0,,
ENZLOAD-CITMALta_m_FWD-rt2146,3.877286668396688e-07,85.10170703905568,1.748434947999505e-08,7.17692381e-07
ENZLOAD-CITt3_m_FWD-rt2146,2.768630721708984e-08,-97.71430901665245,6.328234276829236e-10,
ENZLOAD-CITt3_m_REV-rt2146,2.768630721708984e-08,-97.71430901665245,6.328234276829236e-10,
