id	rxn_src	dir	enz	protein_stoich	status	comments	MW (g/mmol)
RXN-ACOAO182_x_FWD-rt1332	ACOAO182_x	FWD	rt1332	rt1332:1	protStoichAsgnAuto	 	81.67236
RXN-ACOAO182_x_FWD-rt4374	ACOAO182_x	FWD	rt4374	rt4374:1	protStoichAsgnAuto	 	79.64313
RXN-ACOAO182_x_FWD-rt4384	ACOAO182_x	FWD	rt4384	rt4384:1	protStoichAsgnAuto	 	78.21329999999999
RXN-ACOAO183_x_FWD-rt1332	ACOAO183_x	FWD	rt1332	rt1332:1	protStoichAsgnAuto	 	81.67236
RXN-ACOAO183_x_FWD-rt4374	ACOAO183_x	FWD	rt4374	rt4374:1	protStoichAsgnAuto	 	79.64313
RXN-ACOAO183_x_FWD-rt4384	ACOAO183_x	FWD	rt4384	rt4384:1	protStoichAsgnAuto	 	78.21329999999999
RXN-ACOAO200_x_FWD-rt1332	ACOAO200_x	FWD	rt1332	rt1332:1	protStoichAsgnAuto	 	81.67236
RXN-ACOAO200_x_FWD-rt4374	ACOAO200_x	FWD	rt4374	rt4374:1	protStoichAsgnAuto	 	79.64313
RXN-ACOAO200_x_FWD-rt4384	ACOAO200_x	FWD	rt4384	rt4384:1	protStoichAsgnAuto	 	78.21329999999999
RXN-ACOAO220_x_FWD-rt1332	ACOAO220_x	FWD	rt1332	rt1332:1	protStoichAsgnAuto	 	81.67236
RXN-ACOAO220_x_FWD-rt4374	ACOAO220_x	FWD	rt4374	rt4374:1	protStoichAsgnAuto	 	79.64313
RXN-ACOAO220_x_FWD-rt4384	ACOAO220_x	FWD	rt4384	rt4384:1	protStoichAsgnAuto	 	78.21329999999999
RXN-ACOAO240_x_FWD-rt1332	ACOAO240_x	FWD	rt1332	rt1332:1	protStoichAsgnAuto	 	81.67236
RXN-ACOAO240_x_FWD-rt4374	ACOAO240_x	FWD	rt4374	rt4374:1	protStoichAsgnAuto	 	79.64313
RXN-ACOAO240_x_FWD-rt4384	ACOAO240_x	FWD	rt4384	rt4384:1	protStoichAsgnAuto	 	78.21329999999999
RXN-ACOAO260_x_FWD-rt1332	ACOAO260_x	FWD	rt1332	rt1332:1	protStoichAsgnAuto	 	81.67236
RXN-ACOAO260_x_FWD-rt4374	ACOAO260_x	FWD	rt4374	rt4374:1	protStoichAsgnAuto	 	79.64313
RXN-ACOAO260_x_FWD-rt4384	ACOAO260_x	FWD	rt4384	rt4384:1	protStoichAsgnAuto	 	78.21329999999999
RXN-ACOAO40_x_FWD-rt1332	ACOAO40_x	FWD	rt1332	rt1332:1	protStoichAsgnAuto	 	81.67236
RXN-ACOAO40_x_FWD-rt4374	ACOAO40_x	FWD	rt4374	rt4374:1	protStoichAsgnAuto	 	79.64313
RXN-ACOAO40_x_FWD-rt4384	ACOAO40_x	FWD	rt4384	rt4384:1	protStoichAsgnAuto	 	78.21329999999999
RXN-ACOAO60_x_FWD-rt1332	ACOAO60_x	FWD	rt1332	rt1332:1	protStoichAsgnAuto	 	81.67236
RXN-ACOAO60_x_FWD-rt4374	ACOAO60_x	FWD	rt4374	rt4374:1	protStoichAsgnAuto	 	79.64313
RXN-ACOAO60_x_FWD-rt4384	ACOAO60_x	FWD	rt4384	rt4384:1	protStoichAsgnAuto	 	78.21329999999999
RXN-ACOAO80_x_FWD-rt1332	ACOAO80_x	FWD	rt1332	rt1332:1	protStoichAsgnAuto	 	81.67236
RXN-ACOAO80_x_FWD-rt4374	ACOAO80_x	FWD	rt4374	rt4374:1	protStoichAsgnAuto	 	79.64313
RXN-ACOAO80_x_FWD-rt4384	ACOAO80_x	FWD	rt4384	rt4384:1	protStoichAsgnAuto	 	78.21329999999999
RXN-ACOAO82e_x_FWD-rt1332	ACOAO82e_x	FWD	rt1332	rt1332:1	protStoichAsgnAuto	 	81.67236
RXN-ACOAO82e_x_FWD-rt4374	ACOAO82e_x	FWD	rt4374	rt4374:1	protStoichAsgnAuto	 	79.64313
RXN-ACOAO82e_x_FWD-rt4384	ACOAO82e_x	FWD	rt4384	rt4384:1	protStoichAsgnAuto	 	78.21329999999999
RXN-ACOATA_c_FWD-rt0302	ACOATA_c	FWD	rt0302	rt0302:1	protStoichAsgnAuto	 	138.63304
RXN-ACOATA_c_REV-rt0302	ACOATA_c	REV	rt0302	rt0302:1	protStoichAsgnAuto	 	138.63304
RXN-ACOATA_m_FWD-rt5893	ACOATA_m	FWD	rt5893	rt5893:1	protStoichAsgnAuto	 	13.20371
RXN-ACOATA_m_REV-rt5893	ACOATA_m	REV	rt5893	rt5893:1	protStoichAsgnAuto	 	13.20371
RXN-ACONIs_c_FWD-SPONT	ACONIs_c	FWD	SPONT	zeroCost	protStoichAsgnAuto	 	
RXN-ACONIs_c_REV-SPONT	ACONIs_c	REV	SPONT	zeroCost	protStoichAsgnAuto	 	
RXN-ACONIs_m_FWD-SPONT	ACONIs_m	FWD	SPONT	zeroCost	protStoichAsgnAuto	 	
RXN-ACONIs_m_REV-SPONT	ACONIs_m	REV	SPONT	zeroCost	protStoichAsgnAuto	 	
RXN-ACONMT_c_FWD-rt6691	ACONMT_c	FWD	rt6691	rt6691:1	protStoichAsgnAuto	 	39.210190000000004
RXN-ACONT2_m_FWD-rt4274	ACONT2_m	FWD	rt4274	rt4274:1	protStoichAsgnAuto	 	59.135299999999994
RXN-ACONT2_m_REV-rt4274	ACONT2_m	REV	rt4274	rt4274:1	protStoichAsgnAuto	 	59.135299999999994
RXN-ACONTa_m_FWD-rt3256	ACONTa_m	FWD	rt3256	rt3256:1	protStoichAsgnAuto	 	85.51295
RXN-ACONTa_m_FWD-rt6232	ACONTa_m	FWD	rt6232	rt6232:1	protStoichAsgnAuto	 	89.99172999999998
RXN-ACONTa_m_REV-rt3256	ACONTa_m	REV	rt3256	rt3256:1	protStoichAsgnManual	 	85.51295
RXN-ACONTa_m_REV-rt6232	ACONTa_m	REV	rt6232	rt6232:1	protStoichAsgnManual	 	89.99172999999998
RXN-ACONTb_m_FWD-rt3256	ACONTb_m	FWD	rt3256	rt3256:1	protStoichAsgnAuto	 	85.51295
RXN-ACONTb_m_FWD-rt6232	ACONTb_m	FWD	rt6232	rt6232:1	protStoichAsgnAuto	 	89.99172999999998
RXN-ACONTb_m_REV-rt3256	ACONTb_m	REV	rt3256	rt3256:1	protStoichAsgnManual	 	85.51295
RXN-ACONTb_m_REV-rt6232	ACONTb_m	REV	rt6232	rt6232:1	protStoichAsgnManual	 	89.99172999999998
RXN-ACOTAi_m_FWD-rt6510	ACOTAi_m	FWD	rt6510	rt6510:1	protStoichAsgnAuto	 	54.1632
RXN-ACP1_e_FWD-rt1163	ACP1_e	FWD	rt1163	rt1163:1	protStoichAsgnAuto	 	70.83061000000001
RXN-ACP1_e_FWD-rt5051	ACP1_e	FWD	rt5051	rt5051:1	protStoichAsgnAuto	 	59.80189
RXN-ACPCS_c_FWD-rt0245	ACPCS_c	FWD	rt0245	rt0245:1	protStoichAsgnAuto	 	52.23982000000001
RXN-ACPCS_c_REV-rt0245	ACPCS_c	REV	rt0245	rt0245:1	protStoichAsgnAuto	 	52.23982000000001
RXN-ACRNAH_x_FWD-rt5418	ACRNAH_x	FWD	rt5418	rt5418:1	protStoichAsgnAuto	 	41.383860000000006
RXN-ACRNt_c_m_FWD-rt0963	ACRNt_c_m	FWD	rt0963	rt0963:1	protStoichAsgnManual	 	32.328900000000004
RXN-ACRNt_c_x_FWD-SPONT	ACRNt_c_x	FWD	SPONT	zeroCost	protStoichAsgnAuto		
RXN-ACS_c_FWD-rt6229_c	ACS_c	FWD	rt6229_c	rt6229_c:1	protStoichAsgnAuto	 	73.99445999999999
RXN-ACS_c_FWD-rt7532_c	ACS_c	FWD	rt7532_c	rt7532_c:1	protStoichAsgnAuto	 	64.25629999999998
RXN-ACS_n_FWD-rt6229_n	ACS_n	FWD	rt6229_n	rt6229_n:1	protStoichAsgnAuto	 	73.99445999999999
RXN-ACS_n_FWD-rt7532_n	ACS_n	FWD	rt7532_n	rt7532_n:1	protStoichAsgnAuto	 	64.25629999999998
RXN-ACt_c_e_FWD-rt7285	ACt_c_e	FWD	rt7285	rt7285:1	protStoichAsgnAuto	 	26.171499999999995
RXN-ACt_c_e_REV-rt7285	ACt_c_e	REV	rt7285	rt7285:1	protStoichAsgnAuto	 	26.171499999999995
RXN-ACt_c_m_FWD-rt5456	ACt_c_m	FWD	rt5456	rt5456:1	protStoichAsgnAuto	 	33.77157999999999
RXN-ACt_c_m_REV-rt5456	ACt_c_m	REV	rt5456	rt5456:1	protStoichAsgnAuto	 	33.77157999999999
RXN-ACt_c_n_FWD-SPONT	ACt_c_n	FWD	SPONT	zeroCost	protStoichAsgnAuto		
RXN-ACt_c_n_REV-SPONT	ACt_c_n	REV	SPONT	zeroCost	protStoichAsgnAuto		
RXN-ADA_c_FWD-rt8364	ADA_c	FWD	rt8364	rt8364:1	protStoichAsgnAuto	 	39.781479999999995
RXN-ADCL_c_FWD-rt4108	ADCL_c	FWD	rt4108	rt4108:1	protStoichAsgnAuto	 	27.332469999999997
RXN-ADCS_c_FWD-rt5301	ADCS_c	FWD	rt5301	rt5301:1	protStoichAsgnAuto	 	86.45082
RXN-ADD_c_FWD-rt3300	ADD_c	FWD	rt3300	rt3300:1	protStoichAsgnAuto	 	110.52941
RXN-ADD_c_FWD-rt8364	ADD_c	FWD	rt8364	rt8364:1	protStoichAsgnAuto	 	39.781479999999995
RXN-ADEt_c_m_FWD-SPONT	ADEt_c_m	FWD	SPONT	zeroCost	protStoichAsgnAuto		
RXN-ADEt_c_m_REV-SPONT	ADEt_c_m	REV	SPONT	zeroCost	protStoichAsgnAuto		
RXN-ADEtps_e_FWD-rt6190	ADEtps_e	FWD	rt6190	rt6190:1	protStoichAsgnAuto	 	55.871550000000006
RXN-ADK1_c_FWD-rt3932	ADK1_c	FWD	rt3932	rt3932:1	protStoichAsgnAuto	 	21.76583
RXN-ADK1_c_FWD-rt7128_c	ADK1_c	FWD	rt7128_c	rt7128_c:1	protStoichAsgnAuto	 	31.984030000000008
RXN-ADK1_m_FWD-rt6761	ADK1_m	FWD	rt6761	rt6761:1	protStoichAsgnAuto	 	30.1961
RXN-ADK1_m_FWD-rt7128_m	ADK1_m	FWD	rt7128_m	rt7128_m:1	protStoichAsgnAuto	 	31.984030000000008
RXN-ADK3_m_FWD-rt6761	ADK3_m	FWD	rt6761	rt6761:1	protStoichAsgnAuto	 	30.1961
RXN-ADK3_m_FWD-rt7128_m	ADK3_m	FWD	rt7128_m	rt7128_m:1	protStoichAsgnAuto	 	31.984030000000008
RXN-ADK3_m_REV-rt6761	ADK3_m	REV	rt6761	rt6761:1	protStoichAsgnManual	 	30.1961
RXN-ADK3_m_REV-rt7128_m	ADK3_m	REV	rt7128_m	rt7128_m:1	protStoichAsgnManual	 	31.984030000000008
RXN-ADMDC_c_FWD-rt2849	ADMDC_c	FWD	rt2849	rt2849:1	protStoichAsgnAuto	 	55.11795
RXN-ADNCYC_c_FWD-rt4919	ADNCYC_c	FWD	rt4919	rt4919:1	protStoichAsgnAuto	 	219.05599999999998
RXN-ADNK1_c_FWD-rt0017	ADNK1_c	FWD	rt0017	rt0017:1	protStoichAsgnAuto	 	37.259310000000006
RXN-ADNtps_e_FWD-rt5601	ADNtps_e	FWD	rt5601	rt5601:1	protStoichAsgnAuto	 	60.272690000000004
RXN-ADPATPt_c_m_FWD-rt4336	ADPATPt_c_m	FWD	rt4336	rt4336:1	protStoichAsgnAuto	 	33.90647
RXN-ADPATPt_c_m_REV-rt4336	ADPATPt_c_m	REV	rt4336	rt4336:1	protStoichAsgnAuto	 	33.90647
RXN-ADPATPt_c_x_FWD-rt7777	ADPATPt_c_x	FWD	rt7777	rt7777:1	protStoichAsgnAuto	 	36.55809
RXN-ADPRDP_m_FWD-rt8143	ADPRDP_m	FWD	rt8143	rt8143:1	protStoichAsgnAuto	 	28.767459999999996
RXN-ADPT_c_FWD-rt7825	ADPT_c	FWD	rt7825	rt7825:1	protStoichAsgnAuto	 	20.21008
RXN-ADPh_c_FWD-SPONT	ADPh_c	FWD	SPONT	zeroCost	protStoichAsgnManual		
RXN-ADPh_m_FWD-SPONT	ADPh_m	FWD	SPONT	zeroCost	protStoichAsgnManual		
RXN-ADPt_c_en_FWD-SPONT	ADPt_c_en	FWD	SPONT	zeroCost	protStoichAsgnAuto		
RXN-ADPt_c_en_REV-SPONT	ADPt_c_en	REV	SPONT	zeroCost	protStoichAsgnAuto		
RXN-ADPt_c_gm_FWD-SPONT	ADPt_c_gm	FWD	SPONT	zeroCost	protStoichAsgnAuto		
RXN-ADPt_c_gm_REV-SPONT	ADPt_c_gm	REV	SPONT	zeroCost	protStoichAsgnAuto		
RXN-ADPt_c_n_FWD-SPONT	ADPt_c_n	FWD	SPONT	zeroCost	protStoichAsgnAuto		
RXN-ADPt_c_n_REV-SPONT	ADPt_c_n	REV	SPONT	zeroCost	protStoichAsgnAuto		
RXN-ADPt_c_r_FWD-SPONT	ADPt_c_r	FWD	SPONT	zeroCost	protStoichAsgnAuto		
RXN-ADPt_c_r_REV-SPONT	ADPt_c_r	REV	SPONT	zeroCost	protStoichAsgnAuto		
RXN-ADPt_c_vm_FWD-SPONT	ADPt_c_vm	FWD	SPONT	zeroCost	protStoichAsgnAuto		
RXN-ADPt_c_vm_REV-SPONT	ADPt_c_vm	REV	SPONT	zeroCost	protStoichAsgnAuto		
RXN-ADSK_c_FWD-rt0341	ADSK_c	FWD	rt0341	rt0341:1	protStoichAsgnAuto	 	23.224970000000003
RXN-ADSL1r_c_FWD-rt7437	ADSL1r_c	FWD	rt7437	rt7437:4	protStoichAsgnAuto	 	217.92223999999996
RXN-ADSL1r_c_REV-rt7437	ADSL1r_c	REV	rt7437	rt7437:4	protStoichAsgnAuto	 	217.92223999999996
RXN-ADSL2i_c_FWD-rt7437	ADSL2i_c	FWD	rt7437	rt7437:4	protStoichAsgnAuto	 	217.92223999999996
RXN-ADSS_c_FWD-rt3802	ADSS_c	FWD	rt3802	rt3802:2	protStoichAsgnAuto	 	95.98996
RXN-AEPI1_c_FWD-rt0136	AEPI1_c	FWD	rt0136	rt0136:1	protStoichAsgnAuto	 	50.13798
RXN-AEPI1_c_REV-rt0136	AEPI1_c	REV	rt0136	rt0136:1	protStoichAsgnAuto	 	50.13798
RXN-AEPI2_c_FWD-rt0136	AEPI2_c	FWD	rt0136	rt0136:1	protStoichAsgnAuto	 	50.13798
RXN-AEPI2_c_REV-rt0136	AEPI2_c	REV	rt0136	rt0136:1	protStoichAsgnAuto	 	50.13798
RXN-AFAT_c_FWD-rt3174_c	AFAT_c	FWD	rt3174_c	rt3174_c:1	protStoichAsgnAuto	 	34.378859999999996
RXN-AFLTXNB1S_c_FWD-rt2689	AFLTXNB1S_c	FWD	rt2689	rt2689:1	protStoichAsgnAuto	 	60.88462999999999
RXN-AFLTXNB2S_c_FWD-rt2689	AFLTXNB2S_c	FWD	rt2689	rt2689:1	protStoichAsgnAuto	 	60.88462999999999
RXN-AGMT_e_FWD-rt1772	AGMT_e	FWD	rt1772	rt1772:1	protStoichAsgnAuto	 	28.81406
RXN-AGNPR_l_FWD-rt7207_l	AGNPR_l	FWD	rt7207_l	rt7207_l:1	protStoichAsgnAuto	 	38.114549999999994
RXN-AGNPR_rm_FWD-rt7207_rm	AGNPR_rm	FWD	rt7207_rm	rt7207_rm:1	protStoichAsgnAuto	 	38.114549999999994
RXN-AGPAT_l_FWD-rt1378	AGPAT_l	FWD	rt1378	rt1378:1	protStoichAsgnAuto	 	92.01360999999997
RXN-AGPAT_l_FWD-rt2059_l	AGPAT_l	FWD	rt2059_l	rt2059_l:1	protStoichAsgnAuto	 	32.779619999999994
RXN-AGPAT_rm_FWD-rt2059_rm	AGPAT_rm	FWD	rt2059_rm	rt2059_rm:1	protStoichAsgnManual	Annotated genome says it transfers acyl groups. Copied stoich. From scRBA.	32.779619999999994
RXN-AGPAT_rm_FWD-rt7662	AGPAT_rm	FWD	rt7662	rt7662:1	protStoichAsgnManual	Annotated genome says it transfers acyl groups. Copied stoich. From scRBA.	65.89166
RXN-AGPRi_m_FWD-rt1009	AGPRi_m	FWD	rt1009	rt1009:1	protStoichAsgnAuto	 	100.48261000000001
RXN-AGTi_c_FWD-rt0451	AGTi_c	FWD	rt0451	rt0451:1	protStoichAsgnAuto	 	39.40747999999999
RXN-AHCYSt_c_m_FWD-SPONT	AHCYSt_c_m	FWD	SPONT	zeroCost	protStoichAsgnAuto		
RXN-AHCYSt_c_m_REV-SPONT	AHCYSt_c_m	REV	SPONT	zeroCost	protStoichAsgnAuto		
RXN-AHCYSt_c_rm_FWD-SPONT	AHCYSt_c_rm	FWD	SPONT	zeroCost	protStoichAsgnAuto		
RXN-AHCYSt_c_rm_REV-SPONT	AHCYSt_c_rm	REV	SPONT	zeroCost	protStoichAsgnAuto		
RXN-AHCi_c_FWD-rt4544	AHCi_c	FWD	rt4544	rt4544:1	protStoichAsgnAuto	 	48.88338
RXN-AHGDf_m_FWD-rt1883	AHGDf_m	FWD	rt1883	rt1883:1	protStoichAsgnAuto	 	49.29291000000001
RXN-AHGDf_m_REV-rt1883	AHGDf_m	REV	rt1883	rt1883:1	protStoichAsgnAuto	 	49.29291000000001
RXN-AHMMPS4_c_FWD-rt2779	AHMMPS4_c	FWD	rt2779	rt2779:2	protStoichAsgnAuto	 	65.19787999999998
RXN-AHSERL2_c_FWD-rt8250	AHSERL2_c	FWD	rt8250	rt8250:1	protStoichAsgnAuto	 	47.31838000000001
RXN-AHSERL_c_FWD-rt8250	AHSERL_c	FWD	rt8250	rt8250:1	protStoichAsgnAuto	 	47.31838000000001
RXN-AICART_c_FWD-rt4053	AICART_c	FWD	rt4053	rt4053:1	protStoichAsgnAuto	 	67.82829000000001
RXN-AICART_c_REV-rt4053	AICART_c	REV	rt4053	rt4053:1	protStoichAsgnAuto	 	67.82829000000001
RXN-AIRC1_c_FWD-rt3764	AIRC1_c	FWD	rt3764	rt3764:1	protStoichAsgnAuto	 	69.32541
RXN-AKGCITta_m_FWD-rt8378	AKGCITta_m	FWD	rt8378	rt8378:1	protStoichAsgnAuto	 	32.90678
RXN-AKGDH_m_FWD-KGDCPLX	AKGDH_m	FWD	KGDCPLX	rt3748:1,rt1672:1,rt0906:1	protStoichAsgnManual	rt3748 and rt1672 and (rt1639 or rt0906)	210.20432
RXN-AKGDH_m_FWD-KGDCPLX2	AKGDH_m	FWD	KGDCPLX2	rt3748:1,rt1672:1,rt1639:1	protStoichAsgnManual	rt3748 and rt1672 and (rt1639 or rt0906)	217.39002
RXN-AKGMALta_m_FWD-rt2267	AKGMALta_m	FWD	rt2267	rt2267:1	protStoichAsgnAuto	 	33.41366
RXN-AKGt_c_e_FWD-SPONT	AKGt_c_e	FWD	SPONT	zeroCost	protStoichAsgnAuto		
RXN-AKGt_c_e_REV-SPONT	AKGt_c_e	REV	SPONT	zeroCost	protStoichAsgnAuto		
RXN-AKGt_c_n_FWD-SPONT	AKGt_c_n	FWD	SPONT	zeroCost	protStoichAsgnAuto		
RXN-AKGt_c_n_REV-SPONT	AKGt_c_n	REV	SPONT	zeroCost	protStoichAsgnAuto		
RXN-AKGt_c_x_FWD-SPONT	AKGt_c_x	FWD	SPONT	zeroCost	protStoichAsgnAuto		
RXN-AKGt_c_x_REV-SPONT	AKGt_c_x	REV	SPONT	zeroCost	protStoichAsgnAuto		
RXN-AKP1_c_FWD-rt3253	AKP1_c	FWD	rt3253	rt3253:1	protStoichAsgnAuto	 	42.03199
RXN-AKP1_c_FWD-rt5041	AKP1_c	FWD	rt5041	rt5041:1	protStoichAsgnAuto	 	69.6675
RXN-ALAS_m_FWD-rt0309	ALAS_m	FWD	rt0309	rt0309:1	protStoichAsgnAuto	 	69.95305000000002
RXN-ALATA_L_m_FWD-rt1267	ALATA_L_m	FWD	rt1267	rt1267:2	protStoichAsgnAuto	 	112.99832
RXN-ALATA_L_m_REV-rt1267	ALATA_L_m	REV	rt1267	rt1267:2	protStoichAsgnAuto	 	112.99832
RXN-ALATRS_c_FWD-rt3605	ALATRS_c	FWD	rt3605	rt3605:1	protStoichAsgnAuto	 	106.98616999999999
RXN-ALAt_c_m_FWD-SPONT	ALAt_c_m	FWD	SPONT	zeroCost	protStoichAsgnAuto		
RXN-ALAt_c_m_REV-SPONT	ALAt_c_m	REV	SPONT	zeroCost	protStoichAsgnAuto		
RXN-ALAtps_e_FWD-rt0594	ALAtps_e	FWD	rt0594	rt0594:1	protStoichAsgnAuto	 	62.14363
RXN-ALAtps_e_FWD-rt4390	ALAtps_e	FWD	rt4390	rt4390:1	protStoichAsgnAuto	 	60.70221999999998
RXN-ALAtps_e_FWD-rt5861	ALAtps_e	FWD	rt5861	rt5861:1	protStoichAsgnAuto	 	65.4859
RXN-ALAtps_e_REV-rt0594	ALAtps_e	REV	rt0594	rt0594:1	protStoichAsgnManual	 	62.14363
RXN-ALAtps_e_REV-rt4390	ALAtps_e	REV	rt4390	rt4390:1	protStoichAsgnManual	 	60.70221999999998
RXN-ALAtps_e_REV-rt5861	ALAtps_e	REV	rt5861	rt5861:1	protStoichAsgnManual	 	65.4859
RXN-ALCD19y_c_FWD-rt3514	ALCD19y_c	FWD	rt3514	rt3514:1	protStoichAsgnAuto	 	34.49972999999999
RXN-ALCD22xi_c_FWD-rt5740	ALCD22xi_c	FWD	rt5740	rt5740:1	protStoichAsgnAuto	 	40.88105
RXN-ALCD22xi_c_FWD-rt7110	ALCD22xi_c	FWD	rt7110	rt7110:1	protStoichAsgnAuto	 	38.73194
RXN-ALCD22xi_c_FWD-rt8149	ALCD22xi_c	FWD	rt8149	rt8149:1	protStoichAsgnAuto	 	38.85134
RXN-ALCD22xi_m_FWD-rt0733_m	ALCD22xi_m	FWD	rt0733_m	rt0733_m:1	protStoichAsgnAuto	 	38.48588
RXN-ALCD22xi_m_FWD-rt3939_m	ALCD22xi_m	FWD	rt3939_m	rt3939_m:1	protStoichAsgnAuto	 	38.259429999999995
RXN-ALCD22yi_c_FWD-rt1661	ALCD22yi_c	FWD	rt1661	rt1661:1	protStoichAsgnAuto	 	35.730239999999995
RXN-ALCD22yi_c_FWD-rt3514	ALCD22yi_c	FWD	rt3514	rt3514:1	protStoichAsgnAuto	 	34.49972999999999
RXN-ALCD22yi_c_FWD-rt4416	ALCD22yi_c	FWD	rt4416	rt4416:1	protStoichAsgnAuto	 	34.3558
RXN-ALCD22yi_c_FWD-rt5186	ALCD22yi_c	FWD	rt5186	rt5186:1	protStoichAsgnAuto	 	36.63687
RXN-ALCD22yi_c_FWD-rt5194	ALCD22yi_c	FWD	rt5194	rt5194:1	protStoichAsgnAuto	 	39.63850000000001
RXN-ALCD22yi_c_FWD-rt5579	ALCD22yi_c	FWD	rt5579	rt5579:1	protStoichAsgnAuto	 	35.48422999999999
RXN-ALCD23xi_c_FWD-rt5740	ALCD23xi_c	FWD	rt5740	rt5740:1	protStoichAsgnAuto	 	40.88105
RXN-ALCD23xi_c_FWD-rt7110	ALCD23xi_c	FWD	rt7110	rt7110:1	protStoichAsgnAuto	 	38.73194
RXN-ALCD23xi_c_FWD-rt8149	ALCD23xi_c	FWD	rt8149	rt8149:1	protStoichAsgnAuto	 	38.85134
RXN-ALCD23xi_m_FWD-rt0733_m	ALCD23xi_m	FWD	rt0733_m	rt0733_m:1	protStoichAsgnAuto	 	38.48588
RXN-ALCD23xi_m_FWD-rt3939_m	ALCD23xi_m	FWD	rt3939_m	rt3939_m:1	protStoichAsgnAuto	 	38.259429999999995
RXN-ALCD23yi_c_FWD-rt1661	ALCD23yi_c	FWD	rt1661	rt1661:1	protStoichAsgnAuto	 	35.730239999999995
RXN-ALCD23yi_c_FWD-rt4416	ALCD23yi_c	FWD	rt4416	rt4416:1	protStoichAsgnAuto	 	34.3558
RXN-ALCD23yi_c_FWD-rt5186	ALCD23yi_c	FWD	rt5186	rt5186:1	protStoichAsgnAuto	 	36.63687
RXN-ALCD23yi_c_FWD-rt5194	ALCD23yi_c	FWD	rt5194	rt5194:1	protStoichAsgnAuto	 	39.63850000000001
RXN-ALCD23yi_c_FWD-rt5579	ALCD23yi_c	FWD	rt5579	rt5579:1	protStoichAsgnAuto	 	35.48422999999999
RXN-ALCD24xi_c_FWD-rt5740	ALCD24xi_c	FWD	rt5740	rt5740:1	protStoichAsgnAuto	 	40.88105
RXN-ALCD24xi_c_FWD-rt7110	ALCD24xi_c	FWD	rt7110	rt7110:1	protStoichAsgnAuto	 	38.73194
RXN-ALCD24xi_c_FWD-rt8149	ALCD24xi_c	FWD	rt8149	rt8149:1	protStoichAsgnAuto	 	38.85134
RXN-ALCD24xi_m_FWD-rt0733_m	ALCD24xi_m	FWD	rt0733_m	rt0733_m:1	protStoichAsgnAuto	 	38.48588
RXN-ALCD24xi_m_FWD-rt3939_m	ALCD24xi_m	FWD	rt3939_m	rt3939_m:1	protStoichAsgnAuto	 	38.259429999999995
RXN-ALCD24yi_c_FWD-rt1661	ALCD24yi_c	FWD	rt1661	rt1661:1	protStoichAsgnAuto	 	35.730239999999995
RXN-ALCD24yi_c_FWD-rt4416	ALCD24yi_c	FWD	rt4416	rt4416:1	protStoichAsgnAuto	 	34.3558
RXN-ALCD24yi_c_FWD-rt5186	ALCD24yi_c	FWD	rt5186	rt5186:1	protStoichAsgnAuto	 	36.63687
RXN-ALCD24yi_c_FWD-rt5194	ALCD24yi_c	FWD	rt5194	rt5194:1	protStoichAsgnAuto	 	39.63850000000001
RXN-ALCD24yi_c_FWD-rt5579	ALCD24yi_c	FWD	rt5579	rt5579:1	protStoichAsgnAuto	 	35.48422999999999
RXN-ALCD25xi_c_FWD-rt5740	ALCD25xi_c	FWD	rt5740	rt5740:1	protStoichAsgnAuto	 	40.88105
RXN-ALCD25xi_c_FWD-rt7110	ALCD25xi_c	FWD	rt7110	rt7110:1	protStoichAsgnAuto	 	38.73194
RXN-ALCD25xi_c_FWD-rt8149	ALCD25xi_c	FWD	rt8149	rt8149:1	protStoichAsgnAuto	 	38.85134
RXN-ALCD25xi_m_FWD-rt0733_m	ALCD25xi_m	FWD	rt0733_m	rt0733_m:1	protStoichAsgnAuto	 	38.48588
RXN-ALCD25xi_m_FWD-rt3939_m	ALCD25xi_m	FWD	rt3939_m	rt3939_m:1	protStoichAsgnAuto	 	38.259429999999995
RXN-ALCD25yi_c_FWD-rt1661	ALCD25yi_c	FWD	rt1661	rt1661:1	protStoichAsgnAuto	 	35.730239999999995
RXN-ALCD25yi_c_FWD-rt4416	ALCD25yi_c	FWD	rt4416	rt4416:1	protStoichAsgnAuto	 	34.3558
RXN-ALCD25yi_c_FWD-rt5186	ALCD25yi_c	FWD	rt5186	rt5186:1	protStoichAsgnAuto	 	36.63687
RXN-ALCD25yi_c_FWD-rt5194	ALCD25yi_c	FWD	rt5194	rt5194:1	protStoichAsgnAuto	 	39.63850000000001
RXN-ALCD25yi_c_FWD-rt5579	ALCD25yi_c	FWD	rt5579	rt5579:1	protStoichAsgnAuto	 	35.48422999999999
RXN-ALCD26xi_c_FWD-rt5740	ALCD26xi_c	FWD	rt5740	rt5740:1	protStoichAsgnAuto	 	40.88105
RXN-ALCD26xi_c_FWD-rt7110	ALCD26xi_c	FWD	rt7110	rt7110:1	protStoichAsgnAuto	 	38.73194
RXN-ALCD26xi_c_FWD-rt8149	ALCD26xi_c	FWD	rt8149	rt8149:1	protStoichAsgnAuto	 	38.85134
RXN-ALCD26xi_m_FWD-rt0733_m	ALCD26xi_m	FWD	rt0733_m	rt0733_m:1	protStoichAsgnAuto	 	38.48588
RXN-ALCD26xi_m_FWD-rt3939_m	ALCD26xi_m	FWD	rt3939_m	rt3939_m:1	protStoichAsgnAuto	 	38.259429999999995
